pressure,wind,class,radius_major_gale_axis,radius_minor_gale_axis,direc_major_gale_axis,image
955,80,5,300,200,N,image/GMS502090612.200216.jpg
955,80,5,260,180,N,image/GMS502090618.200216.jpg
955,80,5,240,180,N,image/GMS502090621.200216.jpg
960,75,5,240,150,N,image/GMS502090700.200216.jpg
965,70,5,200,120,N,image/GMS502090706.200216.jpg
975,60,4,150,90,E,image/GMS502090712.200216.jpg
990,45,3,120,50,E,image/GMS502090718.200216.jpg
965,70,7,150,150,symmetric,image/GMS502083000.200217.jpg
960,75,5,150,150,symmetric,image/GMS502083003.200217.jpg
955,80,5,150,150,symmetric,image/GMS502083006.200217.jpg
950,85,5,150,150,symmetric,image/GMS502083012.200217.jpg
950,85,5,150,150,symmetric,image/GMS502083018.200217.jpg
950,85,5,150,150,symmetric,image/GMS502083100.200217.jpg
950,85,5,180,180,symmetric,image/GMS502083106.200217.jpg
950,85,5,180,180,symmetric,image/GMS502083112.200217.jpg
950,85,5,180,180,symmetric,image/GMS502083118.200217.jpg
945,85,5,210,180,E,image/GMS502090100.200217.jpg
945,85,5,210,180,E,image/GMS502090106.200217.jpg
945,85,5,210,180,E,image/GMS502090112.200217.jpg
945,85,5,210,180,E,image/GMS502090118.200217.jpg
940,90,5,250,180,E,image/GMS502090200.200217.jpg
940,90,5,250,180,E,image/GMS502090206.200217.jpg
940,90,5,250,180,E,image/GMS502090212.200217.jpg
940,90,5,280,180,E,image/GMS502090218.200217.jpg
940,90,5,280,180,E,image/GMS502090300.200217.jpg
940,90,5,280,180,E,image/GMS502090306.200217.jpg
940,90,5,300,220,E,image/GMS502090312.200217.jpg
945,85,5,350,220,N,image/GMS502090318.200217.jpg
945,85,5,350,220,N,image/GMS502090400.200217.jpg
950,85,5,350,220,N,image/GMS502090406.200217.jpg
955,80,5,325,220,N,image/GMS502090412.200217.jpg
960,75,5,325,220,N,image/GMS502090418.200217.jpg
965,65,5,325,220,N,image/GMS502090500.200217.jpg
970,65,5,325,200,N,image/GMS502090506.200217.jpg
970,65,5,325,200,N,image/GMS502090512.200217.jpg
965,65,5,325,200,N,image/GMS502090518.200217.jpg
965,65,5,300,200,N,image/GMS502090600.200217.jpg
965,65,5,270,210,N,image/GMS502090606.200217.jpg
970,65,5,270,210,N,image/GMS502090612.200217.jpg
975,60,4,260,220,N,image/GMS502090618.200217.jpg
975,60,4,260,220,N,image/GMS502090700.200217.jpg
980,55,4,250,200,NE,image/GMS502090706.200217.jpg
985,50,4,250,200,NE,image/GMS502090712.200217.jpg
990,50,4,230,180,NE,image/GMS502090718.200217.jpg
990,50,4,200,150,NE,image/GMS502090800.200217.jpg
992,45,3,150,100,NE,image/GMS502090806.200217.jpg
992,40,3,150,100,NE,image/GMS502090812.200217.jpg
992,40,3,150,100,NE,image/GMS502090818.200217.jpg
992,40,3,150,80,NE,image/GMS502090900.200217.jpg
992,40,3,150,60,NE,image/GMS502090906.200217.jpg
996,35,3,150,60,NE,image/GMS502090912.200217.jpg
992,35,3,150,70,SE,image/GMS502091100.200218.jpg
990,45,3,200,100,SE,image/GMS502091106.200218.jpg
990,45,3,200,100,SE,image/GMS502091112.200218.jpg
992,35,3,180,70,SE,image/GMS502091118.200218.jpg
994,40,3,200,180,S,image/GMS502092118.200219.jpg
990,40,3,200,180,S,image/GMS502092200.200219.jpg
985,45,3,200,200,symmetric,image/GMS502092206.200219.jpg
998,35,3,50,50,symmetric,image/GMS502092500.200220.jpg
990,45,3,90,90,symmetric,image/GMS502092506.200220.jpg
990,45,3,120,120,symmetric,image/GMS502092512.200220.jpg
996,40,3,120,120,symmetric,image/GMS502092518.200220.jpg
998,40,3,90,90,symmetric,image/GMS502092600.200220.jpg
998,40,3,90,90,symmetric,image/GMS502092606.200220.jpg
998,40,3,90,90,symmetric,image/GMS502092612.200220.jpg
998,35,3,60,60,symmetric,image/GMS502092618.200220.jpg
1000,35,3,50,50,symmetric,image/GMS502092700.200220.jpg
1000,35,3,50,50,symmetric,image/GMS502092706.200220.jpg
1000,35,3,50,50,symmetric,image/GMS502092712.200220.jpg
1000,35,3,50,50,symmetric,image/GMS502092718.200220.jpg
1000,40,3,100,40,N,image/GMS502092618.200221.jpg
996,45,3,150,60,N,image/GMS502092700.200221.jpg
990,50,4,160,60,N,image/GMS502092706.200221.jpg
985,50,4,160,60,N,image/GMS502092712.200221.jpg
980,55,4,160,80,N,image/GMS502092718.200221.jpg
975,60,4,160,100,N,image/GMS502092800.200221.jpg
970,60,4,180,100,N,image/GMS502092806.200221.jpg
965,65,5,180,100,N,image/GMS502092812.200221.jpg
950,75,5,200,140,N,image/GMS502092818.200221.jpg
940,85,5,220,180,NE,image/GMS502092900.200221.jpg
935,90,5,220,180,E,image/GMS502092906.200221.jpg
930,95,5,240,200,NE,image/GMS502092912.200221.jpg
930,95,5,240,200,NE,image/GMS502092918.200221.jpg
930,95,5,240,200,N,image/GMS502093000.200221.jpg
930,95,5,240,200,N,image/GMS502093006.200221.jpg
940,85,5,220,210,N,image/GMS502093012.200221.jpg
945,80,5,250,210,N,image/GMS502093018.200221.jpg
945,80,5,300,210,NE,image/GMS502100100.200221.jpg
950,80,5,300,180,E,image/GMS502100106.200221.jpg
955,75,5,300,180,SE,image/GMS502100109.200221.jpg
960,70,5,300,180,SE,image/GMS502100111.200221.jpg
975,60,4,400,300,E,image/GMS502100118.200221.jpg
980,55,4,350,200,E,image/GMS502100121.200221.jpg
980,50,4,350,180,E,image/GMS502100200.200221.jpg
990,40,3,300,250,NE,image/GMS502100918.200222.jpg
990,40,3,300,250,NE,image/GMS502101000.200222.jpg
990,40,3,300,250,NE,image/GMS502101006.200222.jpg
990,40,3,300,250,NE,image/GMS502101012.200222.jpg
985,45,3,450,300,NE,image/GMS502101018.200222.jpg
985,50,4,450,300,NE,image/GMS502101100.200222.jpg
985,50,4,450,325,N,image/GMS502101106.200222.jpg
985,50,4,450,325,N,image/GMS502101112.200222.jpg
985,55,4,450,350,N,image/GMS502101118.200222.jpg
985,50,4,450,350,N,image/GMS502101200.200222.jpg
990,45,3,450,300,N,image/GMS502101206.200222.jpg
990,45,3,350,280,NE,image/GMS502101212.200222.jpg
990,45,3,350,280,NE,image/GMS502101218.200222.jpg
990,45,3,350,280,NE,image/GMS502101300.200222.jpg
990,45,3,350,280,NE,image/GMS502101306.200222.jpg
1002,35,3,120,60,N,image/GMS502102718.200223.jpg
998,40,3,170,100,NE,image/GMS502102800.200223.jpg
996,45,3,180,110,NE,image/GMS502102806.200223.jpg
992,45,3,190,120,NE,image/GMS502102812.200223.jpg
985,50,4,210,130,E,image/GMS502102818.200223.jpg
985,55,4,270,180,E,image/GMS502102900.200223.jpg
980,55,4,270,200,E,image/GMS502102906.200223.jpg
985,55,4,220,170,SE,image/GMS502102912.200223.jpg
990,50,4,170,120,SE,image/GMS502102918.200223.jpg
994,40,3,100,100,symmetric,image/GMS502103000.200223.jpg
996,40,3,80,80,symmetric,image/GMS502103006.200223.jpg
985,75,7,180,60,N,image/GMS502110306.200224.jpg
985,75,5,180,60,N,image/GMS502110312.200224.jpg
985,75,5,200,80,N,image/GMS502110318.200224.jpg
985,75,5,200,80,N,image/GMS502110400.200224.jpg
985,75,5,200,40,N,image/GMS502110406.200224.jpg
985,75,5,180,40,N,image/GMS502110412.200224.jpg
985,75,5,160,50,N,image/GMS502110418.200224.jpg
990,70,5,140,60,N,image/GMS502110500.200224.jpg
990,65,5,120,70,N,image/GMS502110506.200224.jpg
990,65,5,120,70,NE,image/GMS502110512.200224.jpg
990,60,4,120,70,NE,image/GMS502110518.200224.jpg
992,55,4,110,50,NE,image/GMS502110600.200224.jpg
992,50,4,100,30,NE,image/GMS502110606.200224.jpg
996,45,3,150,50,NE,image/GMS502110612.200224.jpg
996,40,3,200,170,NE,image/GMS502110618.200224.jpg
996,35,3,150,100,NE,image/GMS502112018.200225.jpg
992,40,3,150,100,NE,image/GMS502112100.200225.jpg
990,45,3,150,100,NE,image/GMS502112106.200225.jpg
990,45,3,250,100,NE,image/GMS502112112.200225.jpg
985,50,4,400,100,NE,image/GMS502112118.200225.jpg
985,50,4,400,180,NE,image/GMS502112200.200225.jpg
985,50,4,400,180,NE,image/GMS502112206.200225.jpg
980,55,4,400,200,NE,image/GMS502112212.200225.jpg
980,55,4,350,250,NE,image/GMS502112218.200225.jpg
975,65,5,300,300,symmetric,image/GMS502112300.200225.jpg
960,75,5,350,350,symmetric,image/GMS502112306.200225.jpg
955,85,5,400,400,symmetric,image/GMS502112312.200225.jpg
955,85,5,400,400,symmetric,image/GMS502112318.200225.jpg
960,80,5,400,400,symmetric,image/GMS502112400.200225.jpg
970,70,5,400,400,symmetric,image/GMS502112406.200225.jpg
970,70,5,400,400,symmetric,image/GMS502112412.200225.jpg
970,65,5,400,400,symmetric,image/GMS502112415.200225.jpg
975,60,4,400,400,symmetric,image/GMS502112418.200225.jpg
1000,35,3,180,120,N,image/GMS502120312.200226.jpg
994,40,3,200,130,N,image/GMS502120318.200226.jpg
992,40,3,200,160,N,image/GMS502120400.200226.jpg
990,45,3,200,160,N,image/GMS502120406.200226.jpg
990,45,3,200,160,N,image/GMS502120412.200226.jpg
980,55,4,250,180,N,image/GMS502120418.200226.jpg
980,55,4,250,180,N,image/GMS502120500.200226.jpg
980,55,4,250,180,N,image/GMS502120506.200226.jpg
975,60,4,280,240,NW,image/GMS502120512.200226.jpg
970,65,5,300,240,NW,image/GMS502120518.200226.jpg
970,65,5,300,260,NW,image/GMS502120600.200226.jpg
970,65,5,300,260,NW,image/GMS502120606.200226.jpg
970,65,5,300,260,NW,image/GMS502120612.200226.jpg
965,70,5,300,260,NW,image/GMS502120618.200226.jpg
960,75,5,300,260,N,image/GMS502120700.200226.jpg
955,80,5,325,270,N,image/GMS502120706.200226.jpg
955,80,5,325,270,N,image/GMS502120712.200226.jpg
950,80,5,325,270,NE,image/GMS502120718.200226.jpg
950,80,5,325,270,NE,image/GMS502120800.200226.jpg
945,85,5,325,270,NE,image/GMS502120806.200226.jpg
940,90,5,325,270,NE,image/GMS502120812.200226.jpg
940,90,5,325,270,E,image/GMS502120818.200226.jpg
940,90,5,325,270,E,image/GMS502120900.200226.jpg
940,90,5,325,270,E,image/GMS502120906.200226.jpg
940,90,5,325,270,E,image/GMS502120912.200226.jpg
940,90,5,325,300,E,image/GMS502120918.200226.jpg
945,85,5,325,300,E,image/GMS502121000.200226.jpg
945,85,5,280,280,symmetric,image/GMS502121006.200226.jpg
950,80,5,270,270,symmetric,image/GMS502121012.200226.jpg
965,70,5,200,180,SE,image/GMS502121018.200226.jpg
980,55,4,160,80,SE,image/GMS502121100.200226.jpg
1000,35,3,60,60,symmetric,image/GMS503011806.200301.jpg
1000,35,3,60,60,symmetric,image/GMS503011812.200301.jpg
1000,35,3,80,80,symmetric,image/GMS503011818.200301.jpg
1000,35,3,120,80,NE,image/GMS503011900.200301.jpg
1000,35,3,150,50,NE,image/GMS503011906.200301.jpg
1000,35,3,150,30,NE,image/GMS503011912.200301.jpg
1000,35,3,150,30,NE,image/GMS503011918.200301.jpg
1000,35,3,100,20,NE,image/GMS503012000.200301.jpg
1002,35,3,60,60,symmetric,image/GMS503041100.200302.jpg
1000,35,3,90,90,symmetric,image/GMS503041106.200302.jpg
996,35,3,100,100,symmetric,image/GMS503041112.200302.jpg
996,35,3,120,120,symmetric,image/GMS503041118.200302.jpg
992,40,3,150,120,N,image/GMS503041200.200302.jpg
990,45,3,180,120,N,image/GMS503041206.200302.jpg
990,45,3,180,120,N,image/GMS503041212.200302.jpg
985,50,4,200,150,N,image/GMS503041218.200302.jpg
980,55,4,200,150,NE,image/GMS503041300.200302.jpg
980,55,4,200,150,NE,image/GMS503041306.200302.jpg
980,55,4,200,150,NE,image/GMS503041312.200302.jpg
975,60,4,210,160,NE,image/GMS503041318.200302.jpg
965,70,5,230,160,NE,image/GMS503041400.200302.jpg
960,75,5,230,160,NE,image/GMS503041406.200302.jpg
950,80,5,250,180,NE,image/GMS503041412.200302.jpg
945,80,5,250,180,NE,image/GMS503041418.200302.jpg
945,80,5,250,180,NE,image/GMS503041500.200302.jpg
945,80,5,250,180,NE,image/GMS503041506.200302.jpg
940,85,5,250,180,NE,image/GMS503041512.200302.jpg
930,90,5,250,180,NE,image/GMS503041518.200302.jpg
930,90,5,250,180,NE,image/GMS503041600.200302.jpg
930,90,5,250,180,NE,image/GMS503041606.200302.jpg
935,85,5,240,180,N,image/GMS503041612.200302.jpg
935,85,5,240,180,N,image/GMS503041618.200302.jpg
940,85,5,220,170,N,image/GMS503041700.200302.jpg
940,85,5,220,170,N,image/GMS503041706.200302.jpg
945,85,5,220,150,N,image/GMS503041712.200302.jpg
945,85,5,220,150,N,image/GMS503041718.200302.jpg
940,85,5,200,150,N,image/GMS503041800.200302.jpg
940,85,5,200,150,NE,image/GMS503041806.200302.jpg
945,80,5,200,150,NE,image/GMS503041812.200302.jpg
945,80,5,200,150,NE,image/GMS503041818.200302.jpg
945,80,5,200,150,NE,image/GMS503041900.200302.jpg
945,80,5,200,150,NE,image/GMS503041906.200302.jpg
950,80,5,200,150,NE,image/GMS503041912.200302.jpg
950,75,5,200,150,NE,image/GMS503041918.200302.jpg
955,75,5,180,140,NE,image/GMS503042006.200302.jpg
950,80,5,200,140,NE,image/GMS503042012.200302.jpg
950,80,5,200,140,NE,image/GMS503042018.200302.jpg
950,80,5,200,140,NE,image/GMS503042100.200302.jpg
955,75,5,200,120,NE,image/GMS503042106.200302.jpg
955,70,5,180,120,NE,image/GMS503042112.200302.jpg
960,70,5,160,120,NE,image/GMS503042118.200302.jpg
975,55,4,130,100,NE,image/GMS503042200.200302.jpg
980,55,4,130,100,NE,image/GMS503042206.200302.jpg
985,50,4,120,90,N,image/GMS503042212.200302.jpg
990,45,3,120,90,N,image/GMS503042218.200302.jpg
994,45,3,110,90,E,image/GMS503042300.200302.jpg
994,45,3,110,80,E,image/GMS503042306.200302.jpg
994,45,3,110,80,E,image/GMS503042312.200302.jpg
994,45,3,110,80,NE,image/GMS503042318.200302.jpg
994,45,3,110,80,NE,image/GMS503042400.200302.jpg
994,45,3,110,70,NE,image/GMS503042406.200302.jpg
994,45,3,110,70,E,image/GMS503042412.200302.jpg
996,40,3,100,60,E,image/GMS503042418.200302.jpg
998,35,3,100,60,SE,image/GMS503042500.200302.jpg
998,35,3,250,250,symmetric,image/GMS503052012.200303.jpg
996,40,3,250,250,symmetric,image/GMS503052018.200303.jpg
994,45,3,260,240,E,image/GMS503052100.200303.jpg
990,50,4,260,220,SE,image/GMS503052106.200303.jpg
985,55,4,280,200,SE,image/GMS503052112.200303.jpg
985,55,4,280,200,SE,image/GMS503052118.200303.jpg
980,55,4,260,180,SE,image/GMS503052200.200303.jpg
980,55,4,250,150,E,image/GOE903052206.200303.jpg
980,55,4,240,140,E,image/GOE903052212.200303.jpg
975,60,4,240,140,E,image/GOE903052218.200303.jpg
965,70,5,230,150,SE,image/GOE903052306.200303.jpg
950,80,5,230,150,SE,image/GOE903052312.200303.jpg
940,85,5,230,150,SE,image/GOE903052318.200303.jpg
940,85,5,280,120,SE,image/GOE903052400.200303.jpg
940,85,5,300,120,E,image/GOE903052406.200303.jpg
940,85,5,325,130,E,image/GOE903052412.200303.jpg
940,85,5,325,150,E,image/GOE903052418.200303.jpg
945,75,5,325,180,E,image/GOE903052500.200303.jpg
950,70,5,325,200,E,image/GOE903052506.200303.jpg
955,70,5,325,220,E,image/GOE903052512.200303.jpg
960,70,5,350,250,E,image/GOE903052518.200303.jpg
965,65,5,300,200,SE,image/GOE903052600.200303.jpg
975,60,4,300,180,SE,image/GOE903052606.200303.jpg
985,50,4,270,180,SE,image/GOE903052612.200303.jpg
985,50,4,260,170,SE,image/GOE903052618.200303.jpg
990,40,3,260,170,SE,image/GOE903052700.200303.jpg
994,35,3,60,40,SW,image/GOE903052600.200304.jpg
990,45,3,80,60,SW,image/GOE903052606.200304.jpg
990,45,3,90,80,SW,image/GOE903052612.200304.jpg
990,45,3,90,80,SW,image/GOE903052618.200304.jpg
985,50,4,90,80,SW,image/GOE903052700.200304.jpg
992,35,3,70,30,SW,image/GOE903052706.200304.jpg
992,40,3,100,50,SW,image/GOE903052718.200304.jpg
992,40,3,240,50,SE,image/GOE903052800.200304.jpg
992,40,3,280,50,SE,image/GOE903052806.200304.jpg
992,40,3,240,50,SE,image/GOE903052812.200304.jpg
992,40,3,210,90,SE,image/GOE903052818.200304.jpg
992,40,3,210,90,SE,image/GOE903052900.200304.jpg
990,40,3,210,90,SE,image/GOE903052906.200304.jpg
985,45,3,220,100,SE,image/GOE903052912.200304.jpg
985,45,3,250,100,SE,image/GOE903052915.200304.jpg
980,55,4,280,120,SE,image/GOE903052918.200304.jpg
980,55,4,280,120,SE,image/GOE903052921.200304.jpg
980,55,4,300,150,SE,image/GOE903053000.200304.jpg
980,55,4,260,120,SE,image/GOE903053003.200304.jpg
980,50,4,240,120,SE,image/GOE903053006.200304.jpg
980,50,4,220,100,SE,image/GOE903053009.200304.jpg
980,50,4,220,100,S,image/GOE903053012.200304.jpg
980,50,4,220,100,S,image/GOE903053015.200304.jpg
980,50,4,220,80,SE,image/GOE903053018.200304.jpg
985,45,3,200,80,SE,image/GOE903053021.200304.jpg
996,35,3,80,60,NE,image/GOE903060100.200305.jpg
994,40,3,120,80,NE,image/GOE903060106.200305.jpg
990,45,3,170,100,NE,image/GOE903060112.200305.jpg
985,50,4,170,100,NE,image/GOE903060118.200305.jpg
985,50,4,150,100,NE,image/GOE903060200.200305.jpg
985,50,4,150,100,NE,image/GOE903060206.200305.jpg
990,50,4,150,80,NE,image/GOE903060212.200305.jpg
992,45,3,130,80,SE,image/GOE903060218.200305.jpg
994,40,3,120,80,SE,image/GOE903060300.200305.jpg
994,35,3,100,60,S,image/GOE903060306.200305.jpg
1000,35,3,60,60,symmetric,image/GOE903061306.200306.jpg
1000,35,3,100,100,symmetric,image/GOE903061312.200306.jpg
996,40,3,120,120,symmetric,image/GOE903061318.200306.jpg
996,40,3,120,120,symmetric,image/GOE903061400.200306.jpg
996,40,3,120,120,symmetric,image/GOE903061406.200306.jpg
996,40,3,150,100,SE,image/GOE903061412.200306.jpg
996,40,3,150,100,SE,image/GOE903061418.200306.jpg
994,45,3,150,100,SE,image/GOE903061500.200306.jpg
990,50,4,180,120,SE,image/GOE903061506.200306.jpg
985,50,4,200,130,SE,image/GOE903061512.200306.jpg
980,55,4,220,130,SE,image/GOE903061518.200306.jpg
980,55,4,270,150,SE,image/GOE903061600.200306.jpg
980,55,4,270,150,SE,image/GOE903061606.200306.jpg
980,55,4,270,150,SE,image/GOE903061612.200306.jpg
980,55,4,270,140,SE,image/GOE903061618.200306.jpg
975,60,4,250,120,SE,image/GOE903061700.200306.jpg
975,60,4,250,120,SE,image/GOE903061706.200306.jpg
975,60,4,250,120,SE,image/GOE903061709.200306.jpg
970,65,5,250,120,SE,image/GOE903061712.200306.jpg
970,65,5,250,120,SE,image/GOE903061715.200306.jpg
970,65,5,250,120,SE,image/GOE903061718.200306.jpg
968,65,5,250,120,SE,image/GOE903061720.200306.jpg
965,70,5,250,120,SE,image/GOE903061721.200306.jpg
960,75,5,230,100,SE,image/GOE903061800.200306.jpg
960,75,5,230,100,SE,image/GOE903061803.200306.jpg
955,80,5,230,100,SE,image/GOE903061806.200306.jpg
955,80,5,230,100,SE,image/GOE903061809.200306.jpg
960,75,5,230,100,SE,image/GOE903061812.200306.jpg
960,75,5,230,100,SE,image/GOE903061815.200306.jpg
965,70,5,230,100,SE,image/GOE903061818.200306.jpg
970,65,5,210,80,SE,image/GOE903061821.200306.jpg
975,60,4,210,80,SE,image/GOE903061900.200306.jpg
975,60,4,190,80,SE,image/GOE903061903.200306.jpg
975,60,4,190,80,SE,image/GOE903061904.200306.jpg
980,55,4,120,80,NE,image/GOE903061906.200306.jpg
980,55,4,120,80,NE,image/GOE903061909.200306.jpg
985,50,4,100,100,symmetric,image/GOE903061912.200306.jpg
998,35,3,60,60,symmetric,image/GOE903071706.200307.jpg
998,35,3,60,60,symmetric,image/GOE903071712.200307.jpg
998,35,3,60,60,symmetric,image/GOE903071718.200307.jpg
994,40,3,70,70,symmetric,image/GOE903071806.200307.jpg
990,45,3,80,80,symmetric,image/GOE903071812.200307.jpg
985,50,4,180,90,SW,image/GOE903071818.200307.jpg
980,55,4,180,100,SW,image/GOE903071900.200307.jpg
975,60,4,180,140,SW,image/GOE903071906.200307.jpg
975,60,4,180,140,SW,image/GOE903071912.200307.jpg
970,65,5,220,170,SW,image/GOE903071918.200307.jpg
960,75,5,300,250,SW,image/GOE903072000.200307.jpg
945,85,5,280,250,SW,image/GOE903072006.200307.jpg
935,90,5,250,230,S,image/GOE903072012.200307.jpg
935,90,5,260,230,S,image/GOE903072018.200307.jpg
945,85,5,270,240,S,image/GOE903072100.200307.jpg
945,85,5,270,240,S,image/GOE903072106.200307.jpg
945,85,5,270,200,SE,image/GOE903072112.200307.jpg
950,80,5,270,200,SE,image/GOE903072118.200307.jpg
950,80,5,325,240,SE,image/GOE903072200.200307.jpg
955,75,5,325,240,SE,image/GOE903072206.200307.jpg
960,70,5,300,200,SE,image/GOE903072212.200307.jpg
965,70,5,250,170,SW,image/GOE903072218.200307.jpg
960,70,5,220,160,SW,image/GOE903072300.200307.jpg
955,75,5,200,150,SW,image/GOE903072306.200307.jpg
955,75,5,180,150,SW,image/GOE903072312.200307.jpg
955,75,5,180,150,SE,image/GOE903072318.200307.jpg
965,65,5,210,100,SE,image/GOE903072400.200307.jpg
975,50,4,180,80,SE,image/GOE903072406.200307.jpg
985,40,3,100,50,S,image/GOE903072412.200307.jpg
992,35,3,50,50,symmetric,image/GOE903072418.200307.jpg
998,35,3,60,60,symmetric,image/GOE903071806.200308.jpg
998,40,3,120,60,S,image/GOE903071812.200308.jpg
996,40,3,120,60,S,image/GOE903071818.200308.jpg
994,40,3,120,60,S,image/GOE903071900.200308.jpg
992,45,3,120,60,S,image/GOE903071906.200308.jpg
992,45,3,120,60,S,image/GOE903071912.200308.jpg
990,45,3,130,80,S,image/GOE903071918.200308.jpg
985,50,4,160,120,S,image/GOE903072000.200308.jpg
980,55,4,150,100,S,image/GOE903072006.200308.jpg
980,55,4,140,90,SW,image/GOE903072012.200308.jpg
975,60,4,140,90,SW,image/GOE903072018.200308.jpg
975,60,4,130,80,SW,image/GOE903072100.200308.jpg
975,55,4,100,80,SW,image/GOE903072106.200308.jpg
980,50,4,90,70,SE,image/GOE903072112.200308.jpg
985,45,3,80,80,symmetric,image/GOE903072118.200308.jpg
985,45,3,90,90,symmetric,image/GOE903072200.200308.jpg
985,45,3,80,60,E,image/GOE903072206.200308.jpg
990,40,3,60,40,E,image/GOE903072212.200308.jpg
996,35,3,90,30,N,image/GOE903080206.200309.jpg
994,40,3,90,30,N,image/GOE903080212.200309.jpg
992,45,3,120,50,N,image/GOE903080218.200309.jpg
992,45,3,150,70,N,image/GOE903080300.200309.jpg
992,45,3,120,100,NE,image/GOE903080306.200309.jpg
994,45,3,100,80,SE,image/GOE903080312.200309.jpg
994,40,3,100,20,S,image/GOE903080318.200309.jpg
996,35,3,50,50,symmetric,image/GOE903080400.200309.jpg
996,35,3,30,30,symmetric,image/GOE903080406.200309.jpg
1000,35,3,150,100,SW,image/GOE903080306.200310.jpg
996,40,3,150,100,SW,image/GOE903080312.200310.jpg
990,45,3,180,120,SW,image/GOE903080318.200310.jpg
980,55,4,200,150,SW,image/GOE903080400.200310.jpg
980,55,4,200,150,SW,image/GOE903080406.200310.jpg
975,60,4,220,150,SW,image/GOE903080412.200310.jpg
965,70,5,250,180,SW,image/GOE903080418.200310.jpg
960,75,5,250,200,SW,image/GOE903080500.200310.jpg
960,75,5,250,220,SW,image/GOE903080506.200310.jpg
960,75,5,250,220,SW,image/GOE903080512.200310.jpg
960,75,5,250,220,SW,image/GOE903080518.200310.jpg
955,75,5,270,220,SW,image/GOE903080600.200310.jpg
955,75,5,270,220,SW,image/GOE903080606.200310.jpg
955,75,5,270,220,S,image/GOE903080612.200310.jpg
955,75,5,300,200,SE,image/GOE903080615.200310.jpg
950,80,5,325,200,SE,image/GOE903080618.200310.jpg
950,80,5,325,200,SE,image/GOE903080621.200310.jpg
950,80,5,350,180,SE,image/GOE903080700.200310.jpg
950,80,5,350,180,SE,image/GOE903080703.200310.jpg
945,85,5,350,200,SE,image/GOE903080706.200310.jpg
945,85,5,350,220,SE,image/GOE903080709.200310.jpg
945,85,5,350,220,SE,image/GOE903080710.200310.jpg
950,80,5,325,250,SE,image/GOE903080712.200310.jpg
950,80,5,325,250,SE,image/GOE903080715.200310.jpg
950,80,5,325,250,SE,image/GOE903080718.200310.jpg
950,80,5,325,250,SE,image/GOE903080721.200310.jpg
950,75,5,325,250,SE,image/GOE903080800.200310.jpg
950,75,5,325,250,SE,image/GOE903080803.200310.jpg
950,75,5,325,230,SE,image/GOE903080806.200310.jpg
950,75,5,325,230,SE,image/GOE903080809.200310.jpg
950,75,5,325,200,SE,image/GOE903080812.200310.jpg
955,60,4,325,200,SE,image/GOE903080815.200310.jpg
965,50,4,300,200,SE,image/GOE903080818.200310.jpg
970,50,4,300,180,SE,image/GOE903080821.200310.jpg
975,45,3,300,180,SE,image/GOE903080900.200310.jpg
980,45,3,300,120,SE,image/GOE903080903.200310.jpg
985,40,3,300,100,SE,image/GOE903080906.200310.jpg
985,40,3,300,100,SE,image/GOE903080909.200310.jpg
985,40,3,300,100,SE,image/GOE903080912.200310.jpg
985,40,3,325,50,SE,image/GOE903080915.200310.jpg
985,40,3,325,50,SE,image/GOE903080916.200310.jpg
996,35,3,90,30,SE,image/GOE903081906.200311.jpg
996,35,3,90,30,SE,image/GOE903081912.200311.jpg
996,35,3,80,60,E,image/GOE903081918.200311.jpg
998,35,3,100,100,symmetric,image/GOE903082012.200312.jpg
990,45,3,120,120,symmetric,image/GOE903082018.200312.jpg
990,45,3,140,100,E,image/GOE903082100.200312.jpg
985,50,4,160,100,E,image/GOE903082106.200312.jpg
980,55,4,180,100,NE,image/GOE903082112.200312.jpg
975,60,4,180,100,NE,image/GOE903082118.200312.jpg
970,65,5,200,110,SE,image/GOE903082200.200312.jpg
970,65,5,180,110,SE,image/GOE903082206.200312.jpg
970,65,5,120,60,SE,image/GOE903082212.200312.jpg
985,45,3,200,90,S,image/GOE903082218.200312.jpg
985,50,4,200,110,S,image/GOE903082300.200312.jpg
985,50,4,250,140,S,image/GOE903082306.200312.jpg
980,55,4,250,140,SE,image/GOE903082312.200312.jpg
975,55,4,300,140,SE,image/GOE903082318.200312.jpg
975,55,4,350,110,SE,image/GOE903082400.200312.jpg
975,60,4,325,100,SE,image/GOE903082406.200312.jpg
975,60,4,270,100,SE,image/GOE903082412.200312.jpg
970,65,5,300,150,SE,image/GOE903082418.200312.jpg
970,65,5,325,100,SE,image/GOE903082500.200312.jpg
970,65,5,325,60,SE,image/GOE903082506.200312.jpg
975,55,4,300,60,S,image/GOE903082512.200312.jpg
985,50,4,250,40,S,image/GOE903082518.200312.jpg
990,40,3,180,20,S,image/GOE903082600.200312.jpg
998,35,3,120,90,SW,image/GOE903082918.200313.jpg
990,45,3,260,210,SW,image/GOE903083000.200313.jpg
985,50,4,260,200,SE,image/GOE903083006.200313.jpg
980,55,4,260,180,N,image/GOE903083012.200313.jpg
975,65,5,300,120,NW,image/GOE903083018.200313.jpg
970,65,5,300,120,NW,image/GOE903083100.200313.jpg
960,70,5,280,140,NW,image/GOE903083106.200313.jpg
960,70,5,280,160,NW,image/GOE903083112.200313.jpg
960,70,5,300,200,NW,image/GOE903083118.200313.jpg
950,80,5,325,200,NW,image/GOE903090100.200313.jpg
950,80,5,325,200,NE,image/GOE903090106.200313.jpg
